zfygpa;zgpa;DOB_yr;isPartTime;sex;race;cluster_tier;family_income;lsat;ugpa;weighted_lsat_ugpa;pass_bar
-0.29;-0.14;69;No;Female;White;3;3;40;3.4;813.68419;Passed
1.37;1.18;69;No;Female;White;3;3;36.5;3.8;798.4210345;Passed
0.17;-0.09;66;No;Male;Other;5;5;31;2.7;601.578933;Passed
-2.16;-2.13;64;No;Male;Black;4;2;28;3.1;594.210514;Failed_or_not_attempted
-0.91;-0.37;50;Yes;Female;White;3;3;30;3.6;675.78946;Passed
-0.26;-0.6;69;No;Female;White;3;4;34;3.5;728.947352;Passed
-0.56;-0.24;68;No;Male;White;6;4;45;3.7;922.631555;Passed
0.28;0.04;54;Yes;Female;Other;4;3;30;3.8;695.78946;Passed
0;0;59;No;Female;White;6;4;44;3.3;866.842082;Passed
0.92;1.27;59;No;Female;White;4;4;39;3.2;777.894717;Passed
1.22;1.61;62;No;Female;White;5;4;46;2.6;828.421028;Passed
0;0.33;51;Yes;Male;White;4;4;42;3;805.263136;Passed
-0.69;-1.03;66;No;Male;White;4;3;44;3.5;886.842082;Passed
0.2;-0.12;60;No;Male;White;5;2;47;4;984.210501;Passed
0.79;0.22;52;Yes;Female;White;3;3;28;3.2;604.210514;Passed
-3.8;0;43;No;Female;Other;2;2;23;2.3;435.263149;Failed_or_not_attempted
0.4;0.12;66;No;Male;Black;1;4;22;2.9;479.473676;Passed
-3.7;0;66;No;Female;White;6;4;39;3.3;787.894717;Failed_or_not_attempted
1.32;1.46;66;No;Male;White;4;4;38;3.7;812.105244;Passed
-2.79;-1.06;67;No;Female;White;4;5;37;3.6;786.315771;Passed
-0.5;0;58;No;Female;Other;4;4;33;3.6;723.157879;Failed_or_not_attempted
1.71;-0.17;69;No;Male;White;6;4;41;3.1;799.473663;Passed
-0.37;-0.62;67;No;Female;White;3;4;32.7;3.1;668.4210371;Passed
-0.49;-0.62;47;No;Female;White;5;3;36;2.9;700.526298;Passed
-0.87;0;69;No;Female;White;3;3;31.5;3.1;649.4736695;Failed_or_not_attempted
0.31;0.73;63;No;Male;Other;4;3;43;3.7;891.052609;Passed
0.09;-0.42;69;No;Male;White;3;4;38;3;742.105244;Passed
0.04;0;69;No;Male;White;3;5;40;2.9;763.68419;Failed_or_not_attempted
-1.34;-1.18;69;No;Male;White;3;4;35;2.8;674.736825;Passed
0.52;-0.09;68;No;Male;White;4;4;42;3.4;845.263136;Passed
0.1;-0.44;62;Yes;Male;White;5;4;39;3.3;787.894717;Passed
-0.58;-0.97;69;No;Male;White;3;4;26.5;3.2;580.5263045;Passed
0;0;69;No;Male;White;4;4;42;3.2;825.263136;Passed
-0.25;-0.51;68;No;Female;White;5;3;36;3.3;740.526298;Passed
1.52;1.1;67;No;Male;White;5;4;40.5;3.8;861.5789265;Passed
-0.45;-0.39;68;No;Female;Other;3;3;22.5;2.9;487.3684125;Passed
1.77;0.51;68;No;Male;White;5;2;38;3.2;762.105244;Failed_or_not_attempted
-1.29;0;64;Yes;Male;Other;3;4;32;2.9;637.368406;Failed_or_not_attempted
2.05;1.71;58;Yes;Female;White;5;5;35;2.9;684.736825;Passed
0.84;0.48;66;No;Female;White;5;4;37;3.3;756.315771;Passed
-1.18;-1.38;48;No;Male;White;2;3;30;3.5;665.78946;Failed_or_not_attempted
2.12;1.83;67;No;Female;White;6;4;48;3.4;939.999974;Passed
-1.6;0;66;No;Male;White;3;5;35.7;2.8;685.7894561;Failed_or_not_attempted
-2.45;0;46;No;Male;White;4;4;39;2.8;737.894717;Failed_or_not_attempted
0;0;68;No;Male;White;5;3;39;3.6;817.894717;Passed
-0.24;-1;66;No;Male;White;3;3;40;2.5;723.68419;Passed
-1.82;0;69;No;Male;White;2;4;33;2.5;613.157879;Failed_or_not_attempted
-0.18;-0.18;69;No;Female;Other;3;4;34;3.9;768.947352;Passed
1.1;0.95;68;No;Female;White;2;4;32;2.4;587.368406;Passed
0.47;-0.06;63;Yes;Female;White;5;4;40;2.7;743.68419;Passed
0.91;1.14;61;No;Male;White;4;3;37;3.6;786.315771;Passed
0.97;1.13;66;No;Female;Black;1;2;34;3.2;698.947352;Passed
-2.11;0;68;No;Male;White;5;3;31;3.4;671.578933;Failed_or_not_attempted
-0.87;-1.73;69;No;Male;White;5;5;41;3.1;799.473663;Passed
0.79;0.32;59;No;Female;White;4;3;43;4;921.052609;Passed
-0.9;-0.89;69;No;Male;Other;4;1;35;3.9;784.736825;Passed
-0.03;0;66;No;Female;White;6;4;48;3.3;929.999974;Passed
0.29;0.15;61;Yes;Female;Black;3;2;29;3.1;609.999987;Passed
-1.26;-0.64;66;No;Female;Other;5;3;40;3.7;843.68419;Passed
1.93;1.61;62;No;Female;White;5;2;37;3.9;816.315771;Passed
-0.32;-0.25;69;No;Female;Black;4;3;30;2.6;575.78946;Passed
0.15;0.1;67;No;Male;White;2;4;25.7;3.1;557.8947261;Passed
-0.75;-1.53;68;No;Female;Black;3;3;25;3.3;566.842095;Failed_or_not_attempted
0.44;0.24;65;No;Female;White;3;4;39;2.7;727.894717;Passed
1.65;1.51;62;No;Female;White;2;2;28.5;3.8;672.1052505;Failed_or_not_attempted
0.8;1.21;63;Yes;Male;White;3;3;36;2.9;700.526298;Failed_or_not_attempted
0;0;68;No;Male;White;4;3;41;3.4;829.473663;Passed
-0.65;-1.97;67;No;Male;Other;5;3;22.5;3.1;507.3684125;Failed_or_not_attempted
-0.02;0.06;62;No;Male;Other;5;5;43;2.9;811.052609;Passed
1.1;1.65;64;Yes;Male;White;5;3;42;4;905.263136;Failed_or_not_attempted
-1.14;-1.14;69;No;Male;White;4;5;41;3;789.473663;Passed
0.28;-0.67;69;No;Male;Other;3;4;33;3.1;673.157879;Passed
-0.19;-0.08;64;No;Male;White;4;3;36;3.1;720.526298;Passed
0.19;0.1;69;No;Female;Black;6;3;32;2.8;627.368406;Passed
-0.33;-0.66;66;No;Male;White;4;5;41;3;789.473663;Passed
0.16;0.56;69;No;Female;White;6;3;44;3.6;896.842082;Passed
-1.52;-1.69;65;No;Female;Other;5;2;15;2.9;368.947365;Passed
-0.26;-0.61;69;No;Female;White;3;4;34;3.5;728.947352;Passed
1.69;1.52;64;Yes;Female;White;3;4;36;3.2;730.526298;Passed
-2.15;-2.49;67;No;Female;Other;6;4;40;3.1;783.68419;Passed
1.35;1.56;69;No;Male;White;4;4;40;3.4;813.68419;Passed
0.46;0.4;59;No;Male;White;4;3;47;3.2;904.210501;Failed_or_not_attempted
1.49;0;58;No;Male;White;4;4;48;3.1;909.999974;Failed_or_not_attempted
-0.43;-0.81;69;No;Male;White;3;5;40;3.4;813.68419;Passed
0.01;0.58;67;No;Male;White;4;2;43;3.2;841.052609;Passed
-0.31;0.22;65;No;Female;White;6;5;44;3.2;856.842082;Passed
1.82;2.39;65;No;Female;White;3;4;37;3.5;776.315771;Passed
-0.39;-0.31;66;No;Male;White;4;4;39;3.3;787.894717;Passed
0;0;68;Yes;Female;Black;3;1;35;3.4;734.736825;Failed_or_not_attempted
-1.51;-1.98;38;No;Female;White;2;3;30;3;615.78946;Failed_or_not_attempted
0;0;69;No;Male;White;3;5;33;3.6;723.157879;Failed_or_not_attempted
-0.73;-0.99;64;No;Male;White;4;2;34;3.1;688.947352;Passed
1.32;0;65;No;Male;White;5;4;47;3.1;894.210501;Passed
0;0;66;No;Female;White;1;4;29;3.3;629.999987;Passed
0.39;-0.77;69;No;Female;White;3;3;32;3;647.368406;Passed
-0.44;-0.73;64;No;Male;White;6;3;46;3.9;958.421028;Passed
0.51;0.13;67;No;Male;White;6;4;42;3.1;815.263136;Passed
1.76;0;61;No;Male;White;6;4;44;3.5;886.842082;Passed
-0.63;-0.24;56;No;Female;Other;5;3;40;3;773.68419;Failed_or_not_attempted
-1.56;-2.25;54;No;Male;Black;3;2;33;2.4;603.157879;Passed
0.26;0.41;68;No;Female;White;4;4;41;3.1;799.473663;Passed
1;1.21;67;No;Male;White;6;5;46;3.1;878.421028;Passed
0.41;0.32;69;No;Male;White;5;5;36;3.2;730.526298;Passed
-1.12;-1.34;60;No;Male;Other;4;3;31;3.1;641.578933;Passed
2.42;3.12;67;No;Male;White;4;4;42;3.5;855.263136;Passed
1.7;1.19;68;No;Female;White;4;4;42;3.1;815.263136;Passed
-0.59;0.18;67;No;Male;White;3;5;35;3.2;714.736825;Passed
-0.5;-0.05;67;No;Male;White;3;4;37;3.4;766.315771;Passed
-0.09;-0.46;69;No;Female;White;4;3;42;3.6;865.263136;Passed
0.11;-0.58;69;No;Female;White;3;5;38;3.3;772.105244;Passed
-0.6;-0.38;68;No;Male;Other;3;4;27;3.2;588.421041;Failed_or_not_attempted
-0.68;-0.35;65;No;Male;White;3;3;36;3;710.526298;Passed
0.86;0.73;68;No;Female;White;4;3;41;3.1;799.473663;Passed
1.49;1.61;69;No;Female;White;4;5;42;3.8;885.263136;Passed
-0.46;-0.71;69;No;Male;White;3;5;35;3.2;714.736825;Passed
-0.29;0.32;65;No;Female;White;3;4;36;3.3;740.526298;Failed_or_not_attempted
-0.87;-1.16;68;No;Male;White;3;3;37;3.7;796.315771;Failed_or_not_attempted
0;0;69;No;Male;White;5;4;45;3.4;892.631555;Failed_or_not_attempted
-0.59;-0.17;68;No;Male;White;5;4;37;2.6;686.315771;Passed
0;0;60;No;Male;White;2;3;30;2.3;545.78946;Failed_or_not_attempted
0.19;0.58;69;No;Female;White;2;4;34;3.1;688.947352;Passed
0.57;0.14;61;Yes;Male;Black;5;3;33;3.1;673.157879;Passed
-1.23;-1.8;68;No;Male;Other;4;4;39;3.3;787.894717;Failed_or_not_attempted
0.5;0.67;56;Yes;Male;White;6;5;38;3.1;752.105244;Passed
1.74;0.38;64;No;Male;White;4;3;41;2.9;779.473663;Failed_or_not_attempted
-0.73;-1.46;63;No;Male;White;3;2;31.5;3.6;699.4736695;Passed
0;0;68;No;Male;White;4;4;41;3.8;869.473663;Failed_or_not_attempted
-1.68;-1.52;68;No;Male;Black;3;2;24;3;521.052622;Passed
1.23;1;68;No;Female;White;3;4;32;3.1;657.368406;Passed
1.48;1.71;59;No;Male;White;6;3;48;3.5;949.999974;Passed
0.26;0.11;64;Yes;Male;White;3;3;31;2.9;621.578933;Passed
-0.52;-0.16;54;No;Female;White;5;3;44;3.5;886.842082;Passed
0.33;0.47;63;No;Male;White;3;4;40;2.8;753.68419;Passed
0.89;0.33;69;No;Female;Other;3;2;26.5;3.3;590.5263045;Passed
0.87;1.03;49;No;Female;White;3;3;38;3;742.105244;Passed
-0.59;-0.83;54;No;Male;White;4;3;33;3.3;693.157879;Passed
1.25;1.02;67;No;Female;White;3;3;42;3.4;845.263136;Passed
-0.99;-1.63;68;No;Male;White;2;4;34.5;2.4;626.8420885;Passed
1.9;1.39;66;No;Male;White;4;4;45;3.6;912.631555;Passed
0.56;0.71;67;No;Male;White;3;4;45;2.8;832.631555;Passed
0.69;1.28;49;No;Female;White;4;2;32;3.6;707.368406;Passed
-1.44;-1.75;54;No;Male;Other;2;2;20;3.1;467.89473;Failed_or_not_attempted
0.32;0.36;64;No;Male;White;3;4;43;3.4;861.052609;Passed
0.64;1.24;67;Yes;Male;White;3;4;35;2.8;674.736825;Passed
-0.03;-0.2;58;No;Female;Black;3;3;23;2.3;435.263149;Passed
-0.32;-0.86;61;No;Male;White;2;3;33;2.9;653.157879;Passed
0.24;-0.13;70;No;Male;White;5;4;37;3.6;786.315771;Passed
-0.25;-0.4;62;No;Male;Other;4;2;35;3.8;774.736825;Failed_or_not_attempted
-0.16;-0.32;69;No;Male;White;4;3;31;3.3;661.578933;Passed
0.95;1.12;67;No;Female;White;3;3;43;3.3;851.052609;Passed
1.11;0.94;67;No;Male;White;3;5;34;2.9;668.947352;Passed
0;0;67;No;Female;White;4;3;42;3.9;895.263136;Failed_or_not_attempted
2.02;1.27;69;No;Male;White;3;5;33;3.6;723.157879;Passed
0.18;-0.05;68;No;Male;White;4;4;38.5;3.3;779.9999805;Passed
0.6;0.87;64;No;Male;White;3;4;36;2.4;650.526298;Passed
0.47;-0.14;68;No;Male;White;6;5;42;3.5;855.263136;Passed
0.18;-0.21;66;No;Female;White;4;3;35;3;694.736825;Passed
-0.89;-1.32;67;No;Male;White;6;5;48;3.8;979.999974;Passed
-0.81;-1.21;69;No;Male;White;5;3;36;2.9;700.526298;Passed
-0.79;-1.09;69;No;Male;White;4;4;38;3;742.105244;Passed
-1.96;-2.02;67;No;Male;Black;5;1;39;2.8;737.894717;Passed
1.91;1.46;66;No;Female;White;3;4;44;3.1;846.842082;Passed
0.32;-0.18;69;No;Male;White;3;5;35;2.7;664.736825;Passed
-0.85;-1.16;68;No;Female;White;3;5;35;2.8;674.736825;Passed
-2.41;-1.99;63;No;Male;Other;4;3;24;2.5;471.052622;Passed
0;0;68;No;Male;White;6;2;48;4;999.999974;Failed_or_not_attempted
1.8;1.27;67;No;Male;White;5;3;44;3.6;896.842082;Passed
0.62;0.51;68;No;Male;White;2;3;42;3.3;835.263136;Passed
-0.07;-0.78;60;Yes;Female;White;3;4;29;3.1;609.999987;Failed_or_not_attempted
-0.35;-0.7;68;No;Female;White;4;3;36;3.5;760.526298;Passed
0.41;0.47;69;No;Male;White;3;5;31;3.2;651.578933;Passed
0.85;0.92;69;No;Male;White;4;3;42;3.5;855.263136;Passed
-0.28;0;68;No;Male;White;3;4;48;3.2;919.999974;Passed
0.57;0.49;61;No;Male;Other;3;4;38;2.2;662.105244;Passed
0.19;0.72;65;No;Male;White;4;4;46;2.7;838.421028;Passed
0;0;65;No;Female;White;6;3;43;3;821.052609;Passed
0.36;0.25;68;No;Male;White;4;4;36;2.6;670.526298;Passed
-0.07;-0.38;69;No;Female;White;4;2;40;3.2;793.68419;Passed
-0.33;-0.12;52;No;Female;White;3;3;33;2.2;583.157879;Passed
-1.39;-1.5;48;Yes;Male;White;3;3;26;3.3;582.631568;Passed
0.58;0.06;69;No;Male;White;4;4;36;3;710.526298;Passed
-0.31;-0.73;53;No;Male;White;4;3;39;2.5;707.894717;Passed
-1.53;-0.99;68;No;Female;White;4;3;37.5;3.3;764.2105075;Passed
1.61;1.44;67;No;Male;White;3;3;39;3.4;797.894717;Passed
-1.24;-0.62;25;No;Male;White;3;4;25;2.9;526.842095;Passed
0.42;0;68;No;Male;White;6;4;41;3.8;869.473663;Failed_or_not_attempted
0.56;0.07;69;No;Female;Other;5;5;41;3.8;869.473663;Passed
-0.67;-0.7;37;No;Female;White;4;4;33;2.4;603.157879;Passed
1.5;1.17;69;No;Female;White;6;4;46;3.4;908.421028;Passed
0.32;0.81;70;No;Male;White;5;4;43;3.4;861.052609;Passed
-0.98;0;66;No;Male;Other;3;3;37;2.9;716.315771;Failed_or_not_attempted
0.03;0.75;65;No;Male;White;3;3;36;3.1;720.526298;Passed
0;0;69;No;Male;White;4;4;42;4;905.263136;Failed_or_not_attempted
1.41;0;69;No;Male;White;6;5;39;3.5;807.894717;Passed
-0.86;-1.11;67;No;Female;White;4;3;33;2.6;623.157879;Passed
0.62;0.27;66;No;Female;White;5;4;37;3.3;756.315771;Passed
0.48;-0.29;68;No;Female;White;5;3;35;3.6;754.736825;Failed_or_not_attempted
-0.94;-2.02;68;No;Male;Other;3;4;26;2.9;542.631568;Failed_or_not_attempted
1.77;1.62;68;No;Male;White;6;4;43;3.5;871.052609;Passed
-1.13;-0.64;67;No;Male;White;2;4;32.5;2.3;585.2631425;Passed
1.9;1.65;69;No;Male;White;5;4;42;3.7;875.263136;Passed
-0.79;-0.97;68;No;Male;White;3;4;36.5;3.3;748.4210345;Passed
-0.26;0.22;57;No;Female;Black;3;3;30;3.4;655.78946;Passed
-1.16;-1.34;66;No;Male;Other;2;4;29;2.3;529.999987;Failed_or_not_attempted
1.85;1.47;69;No;Female;White;4;3;38;3.6;802.105244;Passed
-0.68;-1.01;65;Yes;Male;Other;5;3;26;3.3;582.631568;Failed_or_not_attempted
0.75;0.51;69;No;Female;White;5;4;46;3.8;948.421028;Passed
-0.07;-0.13;69;No;Male;White;3;3;38;2.6;702.105244;Passed
0;0;63;No;Female;White;4;4;38;3.4;782.105244;Failed_or_not_attempted
-1.02;-1.63;66;No;Male;Other;5;3;42;3.2;825.263136;Failed_or_not_attempted
1.21;0.46;69;No;Male;White;5;4;48;3.8;979.999974;Passed
-0.28;-0.16;51;No;Female;White;2;2;29;3;599.999987;Failed_or_not_attempted
0.59;0.66;66;No;Male;White;2;3;40;2.3;703.68419;Passed
1.53;0.9;65;No;Female;White;2;4;32;3.3;677.368406;Passed
-0.39;1.14;52;Yes;Female;White;5;4;40;2.7;743.68419;Passed
-0.6;0;69;No;Female;Black;4;3;30;3;615.78946;Failed_or_not_attempted
0.77;-0.07;69;No;Female;White;3;3;39;3.2;777.894717;Passed
0.68;1.47;54;No;Female;White;3;4;37;3.2;746.315771;Passed
1.02;1.43;69;No;Male;White;3;4;34;3.3;708.947352;Passed
1.05;0.1;60;Yes;Female;White;3;4;37;3.4;766.315771;Passed
0.14;0.94;65;No;Male;White;4;5;39;3.8;837.894717;Passed
-0.33;0;68;No;Female;White;6;2;45;3.4;892.631555;Passed
0.45;-0.24;69;No;Female;White;6;4;44;3.3;866.842082;Passed
0.69;0.93;62;No;Male;White;4;4;47;3.2;904.210501;Passed
-0.81;-0.78;63;No;Male;White;4;3;38;3.8;822.105244;Passed
0.94;1.47;68;No;Male;White;2;4;33;3;663.157879;Passed
0;0;51;No;Female;Black;1;2;26;3.1;562.631568;Passed
0;0;69;No;Female;Black;6;3;22;3.6;549.473676;Failed_or_not_attempted
-0.69;-1.68;69;No;Male;White;3;4;30;3.1;625.78946;Passed
-0.41;-0.72;69;No;Female;White;5;4;34;3.4;718.947352;Passed
0.51;0.05;68;No;Female;White;3;4;37;3.1;736.315771;Passed
0.52;-0.56;67;No;Male;Other;4;3;36;3.1;720.526298;Passed
-2.17;-2.28;55;No;Male;Other;4;3;26;2.7;522.631568;Passed
-1.05;-1.5;69;No;Male;White;3;5;38;3.5;792.105244;Passed
1.42;1.3;64;No;Female;White;3;5;39;2.8;737.894717;Passed
1.17;0.53;69;No;Male;White;3;3;34;3.2;698.947352;Passed
1.39;1;67;No;Male;White;4;4;31;3.7;701.578933;Passed
-0.19;-0.72;69;No;Male;White;6;4;37;3.7;796.315771;Passed
-1.09;-0.37;68;No;Male;White;4;4;40;3.2;793.68419;Failed_or_not_attempted
-0.24;0.44;68;No;Female;Other;3;2;36;2.8;690.526298;Passed
0.26;-0.06;69;No;Female;White;3;4;37;2.9;716.315771;Passed
-0.13;-0.42;68;No;Male;White;3;5;41;3.2;809.473663;Passed
-0.24;-0.56;64;No;Female;Other;3;3;41;3.5;839.473663;Passed
-0.61;-0.58;52;No;Male;White;2;3;34.5;2.4;626.8420885;Passed
0.73;0.83;58;No;Female;White;4;3;37;3.6;786.315771;Passed
0.89;0.49;68;No;Male;White;3;5;42;3.3;835.263136;Passed
0.09;-0.73;68;No;Male;White;2;4;28.5;3;592.1052505;Passed
2.38;2.57;68;No;Female;White;3;3;40;3.6;833.68419;Passed
0.65;0.51;52;No;Female;White;4;3;40;2.9;763.68419;Passed
1.61;1.91;69;No;Female;Other;3;4;36;3.1;720.526298;Passed
-0.71;0;68;No;Female;White;3;3;42;2.8;785.263136;Failed_or_not_attempted
0.26;0.38;69;No;Male;White;4;4;43;3.7;891.052609;Passed
-0.95;0;65;Yes;Male;Black;3;3;28.3;1.9;478.9473559;Failed_or_not_attempted
0.93;0.48;60;No;Male;White;5;2;35;3.8;774.736825;Passed
-0.42;-0.34;69;No;Male;White;3;3;39;3.2;777.894717;Passed
-0.55;-0.69;67;No;Male;White;5;4;36;2.7;680.526298;Passed
1.04;0.7;69;No;Female;White;2;4;35;3.4;734.736825;Passed
-1.13;-0.62;63;No;Male;White;2;3;30;3;615.78946;Failed_or_not_attempted
-0.78;-0.55;55;Yes;Male;White;4;2;33;3.8;743.157879;Failed_or_not_attempted
0.47;0.1;60;No;Female;Black;4;3;33;2.7;633.157879;Passed
-0.23;-0.6;69;No;Female;White;3;4;36;3.4;750.526298;Passed
2.1;1.48;63;No;Male;White;3;5;38;2.5;692.105244;Passed
-0.88;-0.64;69;No;Male;White;4;3;39;3.8;837.894717;Passed
1.08;0.85;66;No;Male;White;6;4;48;3.6;959.999974;Passed
0.67;0.14;67;No;Male;White;3;5;40;3.2;793.68419;Passed
0.88;0.98;70;No;Female;White;4;4;36;4;810.526298;Passed
-1.22;-0.89;63;No;Male;White;4;3;40;3.6;833.68419;Passed
-1.44;-1.68;71;No;Female;Black;6;4;38;3.7;812.105244;Passed
-1.33;-1.89;54;No;Female;Black;4;1;22.5;2.7;467.3684125;Passed
-1.28;-1.87;69;No;Female;White;3;3;36;3;710.526298;Passed
0.1;-0.3;63;Yes;Male;White;3;4;36;2.7;680.526298;Passed
-0.46;-0.1;62;No;Female;Other;3;3;40;3.7;843.68419;Passed
0.68;0.74;57;No;Male;White;3;3;34;3;678.947352;Passed
-2.21;0;69;No;Female;Other;3;5;32;2.8;627.368406;Failed_or_not_attempted
-1.39;-1.33;60;No;Male;White;3;2;36;2.5;660.526298;Passed
0.21;-0.01;69;No;Female;Other;6;4;45;3.5;902.631555;Passed
-0.73;-0.56;64;Yes;Female;White;3;4;27;2.7;538.421041;Passed
0;0;68;No;Female;White;5;4;33;3.2;683.157879;Passed
-0.57;-0.36;63;No;Male;Black;1;4;32;2.9;637.368406;Passed
1.56;0;62;No;Male;White;4;3;37;3.5;776.315771;Failed_or_not_attempted
0;0;69;No;Female;White;4;4;35.5;3.6;762.6315615;Passed
-1.78;-1.8;69;No;Female;White;4;3;35;3.3;724.736825;Passed
-0.1;0.06;62;No;Male;White;3;4;36;3.5;760.526298;Passed
-0.55;-1.37;68;No;Male;White;4;4;45;3;852.631555;Passed
-1.25;0;68;No;Female;White;5;3;26.5;3.3;590.5263045;Failed_or_not_attempted
1.69;1.32;66;No;Male;White;3;4;37;2.6;686.315771;Passed
-0.64;-0.87;61;No;Female;White;4;4;37;3.2;746.315771;Passed
0.97;0.79;69;No;Male;White;4;4;33;3.4;703.157879;Passed
-1.29;-1.4;66;No;Female;Black;3;2;29;3.1;609.999987;Passed
0.89;1.13;68;No;Male;White;5;3;46;3.8;948.421028;Passed
0.87;1.04;66;No;Female;White;2;3;39;3.3;787.894717;Failed_or_not_attempted
-0.63;-0.73;61;No;Male;White;3;3;39;2.8;737.894717;Passed
-0.58;0;49;Yes;Female;White;3;4;33.5;3;671.0526155;Failed_or_not_attempted
0.21;-0.65;62;Yes;Male;White;5;3;38;2.7;712.105244;Passed
1.3;1.74;67;No;Female;White;5;3;34;3.6;738.947352;Passed
1.1;0.46;69;No;Female;White;4;3;36;3.4;750.526298;Passed
-0.09;-0.22;65;No;Male;White;3;5;37;3.3;756.315771;Passed
-0.93;-1.05;69;No;Female;White;4;3;33;3.8;743.157879;Failed_or_not_attempted
-1.65;-1.73;67;No;Male;Other;1;4;34;2.9;668.947352;Failed_or_not_attempted
0;0.21;66;No;Female;White;3;3;35;3.7;764.736825;Passed
2;1.07;69;No;Male;White;5;4;40;2.8;753.68419;Passed
-0.89;-0.33;52;No;Male;White;4;2;34;3.4;718.947352;Passed
-2.41;-1.8;69;No;Female;White;6;4;42;3.6;865.263136;Passed
0.45;1.19;47;No;Female;White;4;3;42;3;805.263136;Passed
-0.65;-0.82;64;Yes;Male;Black;4;4;34;2.7;648.947352;Failed_or_not_attempted
0.48;0.35;68;No;Male;White;2;3;36;3;710.526298;Passed
1.06;1.22;67;No;Male;White;4;5;40;3.1;783.68419;Passed
-0.26;-0.25;62;No;Male;White;3;4;41;3.3;819.473663;Passed
0;0;67;No;Female;White;5;4;37;3.8;806.315771;Failed_or_not_attempted
0.5;0.49;68;No;Female;White;3;3;33.5;3.7;741.0526155;Passed
-1.75;0;69;No;Female;White;3;3;34;3.4;718.947352;Failed_or_not_attempted
1.07;1.31;65;No;Male;White;5;1;44;3.5;886.842082;Passed
-0.63;-1.4;62;No;Male;Other;5;2;31;3.2;651.578933;Failed_or_not_attempted
-1.14;-0.72;61;Yes;Male;Black;5;3;26;3.5;602.631568;Failed_or_not_attempted
0.36;0.66;67;No;Female;White;3;4;42;3.1;815.263136;Passed
0;0;43;Yes;Female;Black;5;2;22.5;2;397.3684125;Failed_or_not_attempted
0.42;0.83;66;No;Female;White;6;3;44;3.3;866.842082;Passed
-3.09;0;45;Yes;Female;Black;3;1;13.5;3.3;385.2631555;Failed_or_not_attempted
0.65;0.6;63;No;Female;White;4;3;42;3.5;855.263136;Passed
1.09;1.68;65;No;Male;White;3;3;34;3.2;698.947352;Passed
1.16;1.33;69;No;Female;White;4;4;41;3.8;869.473663;Passed
0;0;64;Yes;Male;White;2;2;35;2.6;654.736825;Failed_or_not_attempted
-0.03;-0.72;67;No;Male;White;3;4;31;2.7;601.578933;Passed
0.31;0.85;69;No;Male;White;5;4;45;3.8;932.631555;Passed
1.22;1.45;58;No;Male;White;4;4;41;3.7;859.473663;Passed
0.15;0.61;70;No;Female;White;4;5;39;3.6;817.894717;Passed
0.22;0.15;68;No;Male;White;3;5;31;3.3;661.578933;Passed
-0.41;-0.51;69;No;Female;Other;4;5;37;3.6;786.315771;Passed
0.35;0;69;No;Male;White;3;4;36;3;710.526298;Failed_or_not_attempted
-0.48;-0.75;69;No;Male;White;5;4;43;3.4;861.052609;Passed
-0.49;-0.46;69;No;Female;White;3;4;36;3.1;720.526298;Passed
1.39;1.5;68;No;Female;White;5;4;40;3.6;833.68419;Passed
0.64;0.76;69;No;Female;White;3;3;35;3.7;764.736825;Passed
-0.36;-1.24;67;No;Male;White;3;5;34;2.9;668.947352;Passed
-1.72;-1.85;66;No;Male;White;2;4;30.5;3.2;643.6841965;Failed_or_not_attempted
0;-0.16;69;No;Male;White;3;4;35;3.2;714.736825;Passed
-0.46;-0.04;69;No;Female;White;4;3;39;3.6;817.894717;Passed
0.16;-0.37;69;No;Male;White;5;4;45;2.9;842.631555;Passed
-0.74;-1.3;67;No;Male;Black;4;3;24;3.3;551.052622;Passed
0.88;0.25;69;No;Male;White;4;4;37;3.3;756.315771;Passed
0;0;65;No;Female;White;1;5;30;3.4;655.78946;Passed
0.12;0.2;68;No;Female;White;4;3;41;3.3;819.473663;Passed
-0.67;-1.45;69;No;Male;White;4;3;39;3.2;777.894717;Passed
-0.39;-1.34;58;No;Female;White;3;3;31;3;631.578933;Failed_or_not_attempted
0.87;1.52;64;No;Male;White;5;4;43;4;921.052609;Passed
-0.22;-0.62;69;No;Female;White;4;5;41;3.1;799.473663;Passed
1.53;0.57;62;No;Female;White;6;4;36;2.8;690.526298;Passed
-0.13;-0.47;66;No;Female;Black;3;2;30;2.9;605.78946;Passed
0.94;0.62;69;No;Male;White;2;3;42;3.6;865.263136;Passed
0.75;0.41;69;No;Male;White;3;3;41;3.9;879.473663;Passed
2.55;-0.1;64;No;Female;White;6;4;39;3.7;827.894717;Passed
0;0;68;No;Female;White;4;3;38.5;3.8;829.9999805;Failed_or_not_attempted
0.41;0.32;65;No;Female;White;3;3;36;2.5;660.526298;Passed
0.66;-0.71;64;No;Male;White;3;4;34;2.9;668.947352;Passed
-0.6;-0.72;66;No;Male;White;3;2;43;2;721.052609;Passed
-0.48;0.17;68;No;Female;White;3;4;38;3.3;772.105244;Passed
1.02;0.63;62;No;Female;White;4;4;36;2.9;700.526298;Passed
0.99;0.63;69;No;Male;White;3;5;38;3.5;792.105244;Passed
-0.46;-1.07;69;No;Female;White;4;4;33;3.4;703.157879;Passed
-0.01;0.59;67;No;Male;White;3;3;37;3.1;736.315771;Passed
1;0;69;No;Male;White;6;4;43;3.9;911.052609;Passed
0.37;0.1;68;No;Male;White;6;3;47;3.6;944.210501;Passed
